row ID,row m/z,row retention time,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_0_QC-PrimMet-SOPv3_IR03__006.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_1_SpentMed-Thallassospira-13M1_1__067.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_18_SpentMed-Sulfitobacter-N5S_3__052.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_17_SpentMed-Sulfitobacter-N5S_2__055.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_26_SpentMed-Alcanivorax-EA2_2__115.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_13_SpentMed-Roseobacter-N2S_3__031.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_42_SpentMed-Algoriphagus-ARW1R1_3__103.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_40_SpentMed-Algoriphagus-ARW1R1_1__079.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_51_SpentMed-Oceanicaulis-13A1_2__019.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_41_SpentMed-Algoriphagus-ARW1R1_2__085.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_66_TxCtrl-abiotic-NA_7__112.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_39_SpentMed-Stappia-ARW1T_5__118.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_43_SpentMed-Algoriphagus-ARW1R1_4__082.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_22_SpentMed-Arenibacter-7G5Y1_3__070.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_30_SpentMed-Labrenzia-13C1_1__091.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_19_SpentMed-Sulfitobacter-N5S_4__076.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_58_SpentMed-Loktanella-4BL_4__061.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_48_SpentMed-Marinobacter-M3-2_4__100.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_45_SpentMed-Marinobacter-M3-2_1__088.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_2_SpentMed-Thallassospira-13M1_2__046.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_7_SpentMed-Devosia-B7WZ_2__109.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_36_SpentMed-Stappia-ARW1T_2__097.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_54_SpentMed-Oceanicaulis-13A1_5__013.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_50_SpentMed-Oceanicaulis-13A1_1__016.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_3_SpentMed-Thallassospira-13M1_3__094.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_73_ExCtrl-NA-NA_2__151.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_10_SpentMed-Devosia-B7WZ_5__022.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_74_ExCtrl-NA-NA_3__124.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_6_SpentMed-Devosia-B7WZ_1__034.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_61_TxCtrl-abiotic-NA_2__064.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_49_SpentMed-Marinobacter-M3-2_5__010.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_33_SpentMed-Labrenzia-13C1_4__025.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_63_TxCtrl-abiotic-NA_4__058.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_64_TxCtrl-abiotic-NA_5__043.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_60_TxCtrl-abiotic-NA_1__049.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_68_TxCtrl-abiotic-NA_9__028.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_67_TxCtrl-abiotic-NA_8__037.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_72_ExCtrl-NA-NA_1__130.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_76_ExCtrl-NA-NA_5__208.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_75_ExCtrl-NA-NA_4__250.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_16_SpentMed-Sulfitobacter-N5S_1__253.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_25_SpentMed-Alcanivorax-EA2_1__226.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_29_SpentMed-Alcanivorax-EA2_5__166.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_5_SpentMed-Thallassospira-13M1_5__238.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_27_SpentMed-Alcanivorax-EA2_3__262.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_14_SpentMed-Roseobacter-N2S_4__235.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_46_SpentMed-Marinobacter-M3-2_2__229.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_15_SpentMed-Roseobacter-N2S_5__214.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_37_SpentMed-Stappia-ARW1T_3__241.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_20_SpentMed-Sulfitobacter-N5S_5__220.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_31_SpentMed-Labrenzia-13C1_2__148.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_52_SpentMed-Oceanicaulis-13A1_3__154.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_35_SpentMed-Stappia-ARW1T_1__142.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_24_SpentMed-Arenibacter-7G5Y1_5__157.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_11_SpentMed-Roseobacter-N2S_1__223.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_56_SpentMed-Loktanella-4BL_2__205.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_8_SpentMed-Devosia-B7WZ_3__217.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_28_SpentMed-Alcanivorax-EA2_4__178.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_32_SpentMed-Labrenzia-13C1_3__187.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_62_TxCtrl-abiotic-NA_3__232.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_57_SpentMed-Loktanella-4BL_3__169.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_34_SpentMed-Labrenzia-13C1_5__136.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_55_SpentMed-Loktanella-4BL_1__181.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_38_SpentMed-Stappia-ARW1T_4__202.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_65_TxCtrl-abiotic-NA_6__247.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_47_SpentMed-Marinobacter-M3-2_3_Re-Inj-postTuneStop2_199.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_59_SpentMed-Loktanella-4BL_5__133.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_71_TxCtrl-abiotic-NA_12__256.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_23_SpentMed-Arenibacter-7G5Y1_4__145.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_53_SpentMed-Oceanicaulis-13A1_4__163.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_70_TxCtrl-abiotic-NA_11__184.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_44_SpentMed-Algoriphagus-ARW1R1_5__175.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_21_SpentMed-Arenibacter-7G5Y1_2__259.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_12_SpentMed-Roseobacter-N2S_2__160.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_69_TxCtrl-abiotic-NA_10__121.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_4_SpentMed-Thallassospira-13M1_4__127.mzML Peak height,20210405_AG_VB_BioSFA_MetabCons_20201223_QE119_Ag683775-924_USHXG01244_POS_MSMS-v2_9_SpentMed-Devosia-B7WZ_4__190.mzML Peak height
1,252.113953,2.153205679,4.44E+07,6159.769531,7036.59668,8472.456055,6189.395996,30823.14648,69001.70313,7317.676758,372412.8438,112871.7578,641772.375,51106.36719,149905.1563,5146781,7289.138184,8761.729492,8557.608398,1770602,13681.4209,9048.482422,10857.4082,68023.46875,247871.9688,11081.91309,7515.842773,2402.646973,9576.624023,0,6194.056152,746039.75,1304650.125,1447324.5,752481.6875,372112.1563,965523.5,877746.8125,76893.39063,0,2466.764404,0,4935.235352,0,17969.57422,21056.82031,27778.22461,189633.9531,7375750.5,169483.9219,243496.0938,5027.501953,5923273,2297050.5,9297.75293,1.73E+07,4018.395996,21872.45898,19884.64258,29321.66406,5036548.5,2545410.75,23552.41992,5196644,16362.52344,245746.7031,4655681,1.08E+07,13888.18457,3910711.75,1.70E+07,1297162.625,2967240.75,309910.625,1.22E+07,125944.6094,3751713.75,24960.88477,24107.39063
4,268.1039093,2.827180423,3.36E+07,25213.26758,26482.22852,22350.51563,23103.95898,26011.0293,22694.80469,26470.14844,90268.28125,24394.43164,6757268.5,44548.61719,27141.79883,5156343,1.01E+07,27865.85547,21197.24219,6271211.5,8913148,19113.92383,18290.7207,60101.9375,115405.8438,136632.5938,19624.44922,18098.94727,21898.67188,19301.38281,31788.58203,6159925,5836107.5,7176905,6174502,5726523.5,6291236,5538638,6202492.5,25857.84766,18209.82422,9493.647461,160404.2344,128500.8438,65225.08594,54431.22266,57681.66406,59948.79297,2.80E+07,95498.55469,176128.2969,342489.0938,3.57E+07,549704.75,215419.6563,2.56E+07,283574.1563,67700.99219,48351.76172,73141.9375,3.07E+07,2.96E+07,200046.0469,3.15E+07,57490.20703,136622.8906,3.38E+07,2.18E+07,84411.97656,2.90E+07,2.00E+07,342830.7188,3.13E+07,104191.7344,2.22E+07,105199.1875,2.69E+07,56190.96484,70125.64063
6,136.0619029,2.516164414,3.19E+07,20840.80469,370187.3125,379451.0938,75381.54688,342427.7813,76069.24219,22312.00195,215289.0313,102066.6563,1700932.75,110847.1875,57600.13281,1803755.75,438738.6563,327617.4688,94493.63281,825493.625,679648.1875,123289.8672,313151.5938,133615.75,316407.3438,26487.74414,125701.1406,15304.62891,266997.0938,14330.39844,44996.74219,1261392.375,2305084.75,621764.375,815007.6875,2243773.5,728325.0625,840961.75,837418.6875,14089.26465,18203.40234,16456.53906,637926.6875,139592.1719,346562.0313,276599.5938,144368.7969,284887.8125,6094742,751759.8125,452509.0313,4047177.25,6948310.5,930418.375,345234.6875,1.03E+07,745625.75,611227.6875,1055479.25,131527.9219,5337322.5,2341112.5,249357.4844,7108069.5,766036.0625,345634.3125,5409508,5045365,1146052.25,5480905,7050423.5,649002.3125,7022837.5,324637.8125,1.00E+07,617779.5,3934125,169791.7188,955970.25
8,282.1194703,1.88447005,2.79E+07,9865.168945,8712.525391,7952.918945,7029.395996,14357.5332,451337.375,193789.3281,27737.87891,448194.75,323550.125,282854.75,450725.8125,396819.5938,321287.4063,10902.23047,9035.572266,353046.8125,302187.2813,14063.09766,12193.19238,265050.875,25835.35547,30579.81641,10816.9668,0,7896.603516,0,8111.334961,360908.6875,384863.0625,469313.5,406966.75,388308.8125,405034.8438,465182.1875,469067.8438,0,0,0,10790.7832,9670.179688,4810.40332,31248.46289,4292.834961,76171.78906,1305432.375,58713.15625,1178009.5,10433.12988,1478973.875,102434.625,382490.2188,1867995.875,57600.03906,7578.839355,8469.720703,4239.398438,1580186.875,1762877,11843.35059,1569488.125,7970.775879,1289741.625,2012468.375,2041229.125,6673.397461,1718231.125,1919181.125,84597.89063,1577761.625,2844012.5,1452952.625,57702.11328,1665136,36479.96094,9542.27832
9,118.0862358,8.019643943,2.60E+07,48978.60156,46129.375,62178.79688,57315.66797,47031.90625,47926.66406,48958.23828,55335.53125,56930.86719,61903.125,47285.84766,79868.3125,51605.77344,47047.19922,50826.66406,49163.5625,46273.375,48499.39063,84241.5,76198.14063,47317.51953,52636.84375,257207.4219,48731.50781,509502.4375,55721.91016,573684.375,48003.74609,54975.21484,60750.89844,44975.53125,56222.71484,63015.03125,60729.42969,54908.9375,58127.75,571411.375,493462.7813,439341.5313,482402.625,535562.375,471812.2188,492065.4688,693319.125,432482.5,436696.9063,484564.5313,477838.4063,421835.5625,500992.5,452414.75,424279.6563,459214.9375,439677.4063,436457.5,734355.625,470354.625,490471.875,485316.625,463568.875,563916.125,1190070.875,1156473.625,511549.9688,495357.2813,527849.1875,975448.625,556252.1875,486783.25,467268.5313,498122,520684.2188,453962.9063,575554.6875,512746.375,475362.875
10,162.1268465,13.14876357,2.35E+07,12077.12012,11397.65918,12615.11914,11384.9375,11217.19434,14333.19434,11648.21582,13197.19238,12323.41113,12154.17871,9964.208984,13040.91309,11504.37305,12501.68066,13473.5625,12788.14941,10907.94043,9829.016602,13279.87793,12430.92969,10686.80078,14851.68164,17421.97266,10490.78906,19093.46875,12751.9541,21021.86719,15003.39355,11213.6582,16532.31836,12139.01855,9906.272461,13844.4502,13741.04004,12922.2793,13771.93652,20610.29492,17784.2832,21705.32617,18467.29883,19323.33398,19562.41211,16614.94922,19334.89453,16071.68945,19536.48438,17699.54492,19099.01758,19669.64648,22308.96484,22164.24023,21025.26563,20640.87695,18627.47656,17400.32617,20726.38477,18969.29102,20075.26953,15647.2998,17492.70117,18376.05273,18857.41016,20969.63867,18416.06445,20036.51563,21239.83203,17286.85742,22581.30664,23042.13477,18245.73242,22389.70117,19437.57422,17967.04688,19954.42969,17637.22852,17042.04102
14,137.0457885,2.833868278,1.55E+07,3169.274902,2686.006104,1541.487061,12653.31445,62198.83984,24992.05078,23228.01172,33850.16016,37239.58594,79641.75,3115.10498,23557.95313,14134.05957,27625.03711,1631.726563,2528.691162,359844.9375,208556.9844,3127.506836,1229.777222,15088.34375,35264.51172,16870.47656,3544.664551,8066.807617,1868.008301,7411.492676,2315.088379,58610.26953,844086.375,76623.15625,27385.91406,55623.625,26873.16992,26610.94531,30212.44727,8313.358398,6194.848633,10476.58691,84184.89844,44791.60156,47001.17578,8913.246094,32056.63086,87982.17969,2590124,124210.5391,46097.76172,25563.61523,706814.625,108721.9453,206729.7031,75693.84375,150300.8906,15502.66992,0,47253.81641,634656.4375,93943.98438,12999.54785,640083.125,13855.61035,37815.70703,219593.5313,2548398.25,27284.10742,185651.7188,96993.21875,84536.38281,338792.9688,144891.4844,115650.7109,104299.2969,194305.3125,7616.758301,6986.299316
17,152.0735744,6.452585478,1.27E+07,9451.982422,10498.85352,10870.70996,9746.405273,17087.35742,30839.07422,8708.313477,537044.375,58164.28906,30170.4043,10270.25977,77472.42188,3288824.25,12778.30176,11359.46582,13008.35449,1104422.125,24232.00391,13006.35156,8883.479492,10684.65234,454068.0313,13007.35938,12805.93848,32060.23828,8863.800781,34169.10156,11111.1543,23381.01953,709667.3125,1088978.25,23171.48047,30164.53125,21007.52148,21244.4375,20073.08594,33537.50781,15070.32715,11526.07324,25364.83789,23987,29810.01367,25062.89063,28496.86719,38001.5625,2988575.25,49450.07813,29060.87891,54333.85547,3519180.5,2375493.5,33487,7281905.5,44130.88281,38004.74219,27767.36328,34465.30859,2794648,48621.67188,39034.51953,2880321,42456.50391,34297.6875,80892.83594,4261232.5,45465.39453,78892.05469,6817814.5,1436400.25,83783.59375,90322.39844,5773171.5,40509.49609,82159.82031,29547.16797,25155.55273
21,127.0501991,1.48904032,1.09E+07,1489.152344,0,1158.062988,0,2058.618408,9712.933594,1236.260132,1335079.5,11679.79785,808979.8125,2236.174561,12689.74023,1118803.875,400295.625,0,0,1371345.875,1457315.25,1468.108887,0,4740.579102,1410369.375,1529534.875,0,3836.154297,0,3607.741455,2551.451416,786227.0625,1845762.75,1001649.313,842133.6875,962816.25,855007.3125,957073.6875,938645.1875,3586.021973,2170.283936,2044.866089,4156.085449,4267.86084,3658.171875,3868.664307,4255.539063,4584.65918,1118835.5,3872.461426,4796.061523,3997.155762,867946.0625,1178305.75,4576.593262,1257630.875,4787.076172,4481.610352,3880.281494,3965.914063,854248.5625,703207.0625,0,1045534.563,2434.735596,6187.835449,767373.1875,1539784.5,4916.259766,778530.8125,1081996.625,1310295,812238.375,8101.486328,756790,2951.157227,890806.5625,2846.804443,3117.349609
23,265.1430554,1.054734456,8716853,24073.04688,87839.48438,95538.79688,117425.0313,61925.00781,59147.66406,17333.14453,79179.23438,49984.0625,64160.42188,75988.08594,61374.96875,53239.0625,51177.41016,95466.35156,44407.76563,63231.69141,87137.39063,44849.39453,57965.74219,60742.44531,91027.94531,79759.44531,47327.26172,6652.375488,57097.37109,6981.068848,59296.45703,61538.15234,62429.12891,55989.83594,50681.44922,58158.33594,52723.77734,67360.33594,51082.12109,5909.344238,0,4895.692871,63674.875,562758.3125,629559.4375,107002.6172,386636.125,100982.3047,175411.1563,114164.8203,315747.3125,510382.875,143551.25,217923.1406,69070.22656,159141.3125,126863.0313,159999.9531,122567.8906,453599.875,153432.8281,127763.1172,134289.5313,165334.8906,152676.2656,290758.3438,112681.3906,204367.0938,137993.3281,153743.5313,123131.4063,173863.6563,115615.9219,147401.6406,114595.0547,107089.9297,154176.3594,102168.2891,125245.6484
24,112.0505147,5.439347573,8444826,3649.873047,2167.349609,2240.479248,1804.428833,1645.853882,5699.816406,4193.719238,12180.91406,6473.177734,5927.007324,2044.010864,5634.108887,10914.83691,8001.626953,2073.062988,2033.223145,7969.939941,8280.375,4113.319336,2239.542725,2202.367676,17156.95703,13572.32227,2118.089844,11853.65723,4082.031738,11387.19238,3923.78418,5879.321289,13471.69238,10018.3623,5942.97998,8080.345703,6195.064941,5638.228027,4796.710938,13132.64746,12586.28906,11743.36133,9994.925781,9899.280273,9303.675781,8961.313477,9564.396484,9905.264648,24381.78125,13915.37598,9171.21582,11499.22754,35841.11719,45405.14453,11728.53027,51818.17188,9539.708008,11480.65723,10518.50977,9395.620117,26855.39063,21714.68555,10771.86035,35064.57813,9384.688477,9431.970703,23172.52344,39769.4375,10767.4668,25848.22852,35549.74609,32516.125,20410.39063,26584.64258,39269.45313,9986.597656,25159.80664,9843.848633,13128.88281
25,137.0457363,4.862945005,8040674.5,1582.276245,0,0,0,0,1269.436157,1659.263184,1706.914917,1201.567993,10220.55078,0,1047.297852,16682.64453,53915.54297,0,0,136124.5156,186332.25,0,0,1445.707642,1804.672241,1367.359375,0,2205.931885,0,3143.713135,1052.70813,11706.79004,165277.8906,39450.64453,13792.62109,11226.07324,9260.209961,12867.3877,12906.54004,0,0,3034.158203,2433.070557,0,3236.702148,0,2777.677979,9612.307617,520198.9063,4069.461914,0,2107.840576,173228.2656,3627.409668,9641.463867,100732.5078,4074.220215,0,2353.113281,0,153028.875,53998.88281,0,153312.3125,0,5229.134277,45646.66797,701596.625,2376.980225,54442.67188,76390.24219,0,46853.5625,3637.376221,86539.23438,0,53085.81641,3938.540283,0
31,284.0985642,8.168962771,5556613,0,0,0,1074.765015,0,0,0,6932.756348,1834.893311,52680.10547,0,0,102095.7969,207093.4063,1810.665649,1525.601685,207039.0781,114631.375,0,1511.600586,0,8504.339844,9673.80957,1757.330566,0,0,0,0,80437.875,139922.5938,329975.6563,43701.02734,65434.95313,77326.30469,114370.0625,126427.9844,2470.184082,3768.218262,0,0,0,0,0,0,0,548092.375,0,0,0,129672.8125,34762.62891,3345.095459,76780.94531,2387.964844,0,0,0,133931.8438,55285.6875,2125.244873,140631.1719,0,0,53499.39063,216795.75,2636.786377,51466.39453,74913.23438,27614.69141,53128.97656,0,61790.85156,1975.2854,50597.47656,3048.390625,3492.031494
33,268.1038284,6.442892455,5343477.5,2739.368896,2487.773926,5202.51416,3129.047852,4159.097168,12373.17676,4453.682129,183397.5,15971.19141,8726.637695,4052.687744,27438.2793,1163025.625,8942.064453,3121.482666,3045.800049,390618.5625,9543.592773,5696.575684,3274.447754,6538.206055,160388.8594,4236.598633,3165.207764,8734.898438,2680.943115,4985.613281,3155.465088,7106.936035,255438.6094,374371.8125,8443.112305,12812.00195,7226.62793,7031.868164,8927.989258,7437.856445,3352.876953,0,14483.58594,17040.80273,15061.23926,7700.050293,13694.86914,15270.12012,1525327.875,7773.435059,15181.31348,28970.79492,1835006.375,1245215.25,11297.64746,4057643.5,15308.99609,7622.847168,9283.933594,15576.33887,1513106.125,38081.02344,5949.101074,1480131.125,6238.438477,4684.371582,57850.10938,1818443.875,4639.408203,46495.55859,3761560.25,770063.625,34109.33594,42630.91016,3182499.75,17707.26953,30864.20117,4964.07373,7263.291504
37,166.0975467,8.8708147,4603528.5,132839.0781,845243.8125,852034.375,434895.8125,778718.5625,884913.6875,200459.3594,1231657.5,832793.1875,1.76E+07,273260.6563,921961.6875,1058346.75,402767.5,987674.25,1213070.375,833954.0625,967099.25,861029.6875,1.27E+07,243975.0781,1103773.375,1166229.125,718408.0625,0,1.28E+07,0,1.08E+07,1.83E+07,925128.0625,421326.8438,1.89E+07,2.07E+07,1.82E+07,1.92E+07,1.89E+07,0,0,19188.21289,251274.125,829066.125,792365.5625,1587690,619369.25,1406828.375,1287190.5,1690821.625,378992.4063,1492422.75,559790.6875,2390521.5,86025.75781,2361048.75,1277428.5,2335411.75,1.74E+07,781171.1875,714072.375,3.21E+07,2693477.75,690656.5,2637019.25,364503.7813,3.84E+07,1718311.625,2419823.25,3.53E+07,2265995,2092583.75,3.44E+07,2657374.75,2220769.5,1188414.875,3.19E+07,1485965.375,2.23E+07
